"","country_name","region_groups","csr_id","reg_id","region","country_code","latitude","longitude","employment","wages","reserves_share","capital_share","labor_share","electricity_share","fossil_share","inner_dist","pop_sum","area","pop_dens","solar_mean","wind_mean","reserves","counter","clean_id","nolines","connected","ffl_capacity_mw","rnw_capacity_mw","capital","employment.sum","capitalperworker","costrel","Subject.Descriptor","Units","Scale","Country.Series.specific.Notes","GDPpc","Estimates.Start.After","payroll","avgwage","employment_region","PRODUCT","Price"
"11","United States",1,11,"US10501","Columbus","US",33.271191,-88.33564,25.8559999987295,99.1876680781692,5.7905694e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,37.787941,113385.4,5449.1665,20.80784,1889.6724,531.06293,0.0011665894491003,1,11,5,1,801,128.6,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2564.59634570312,1,186271.437021124,"Electricity (MWh)",1
"12","United States",1,12,"US10502","Starkville","US",33.39859,-89.042458,23.763000009847,79.8574343350702,4.5004541e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,43.07272,88123.594,6040.9536,14.5877,1885.9489,600.09412,0.000906678042473,1,12,5,1,2263.2,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1897.65221289063,1,186271.437021124,"Electricity (MWh)",1
"13","United States",1,13,"US10600","Jasper","US",33.920658,-87.66301,35.2410000261551,82.7780052049796,0.00014488959,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,50.111149,283708.94,8848.5967,32.062592,1864.7151,575.85059,0.0029189989118913,1,13,5,1,1347.7,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2917.17968359375,1,186271.437021124,"Electricity (MWh)",1
"14","United States",1,14,"US10700","Birmingham","US",33.575218,-86.697998,449.951000226971,120.141235214182,0.00055736577,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,63.82449,1091380.4,12158.583,89.762131,1875.0728,666.58557,0.0112288961944961,1,14,6,1,5359.9,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,54057.668953125,1,186271.437021124,"Electricity (MWh)",1
"15","United States",1,15,"US10801","Tuscaloosa","US",32.841461,-87.35006,93.4750000096107,97.0503918060153,0.00024000491,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,61.27935,469954.69,11273.308,41.687382,1901.0366,463.68002,0.0048352274072351,1,15,6,1,205,13,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,9071.785375,1,186271.437021124,"Electricity (MWh)",1
"16","United States",1,16,"US10802","Demopolis","US",32.393372,-88.053261,13.0500000220092,98.1140615113715,5.3388125e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,54.199371,104539.52,9003.415,11.6111,1909.4607,438.10422,0.0010755767947248,1,16,4,1,1288.4,133.4,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1280.38850488281,1,186271.437021124,"Electricity (MWh)",1
"17","United States",1,17,"US10900","Pensacola","US",30.675541,-86.736763,204.546000080705,93.1504938466522,0.00022265864,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,60.510601,435988.84,10470.46,41.639889,1955.5304,432.07785,0.0044857627204101,1,17,6,1,1539.4,206,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,19053.560921875,1,186271.437021124,"Electricity (MWh)",1
"18","United States",1,18,"US1100","Hickory","US",35.83036,-81.183441,169.591000020205,100.135128273272,0.00031119678,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,39.06908,609355.81,4518.8726,134.84686,1884.5068,638.28662,0.0062694850875749,1,18,5,1,2214.3,132.3,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,16982.0165410156,1,186271.437021124,"Electricity (MWh)",1
"19","United States",1,19,"US11001","Mobile","US",31.238529,-87.867119,222.289000060606,97.9511898516733,0.00023657622,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,82.440483,463240.94,16045.989,28.869579,1931.8363,383.27768,0.0047661516312845,1,19,6,1,4637.9,174.1,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,21773.472046875,1,186271.437021124,"Electricity (MWh)",1
"20","United States",1,20,"US11002","Atmore","US",31.37921,-87.185593,18.2720000027219,87.0233521874659,3.617262e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,44.873562,70829.766,7357.2964,9.6271496,1931.954,337.72433,0.0007287469026783,1,20,4,1,0,220.4,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1590.09069140625,1,186271.437021124,"Electricity (MWh)",1
"21","United States",1,21,"US11101","Montgomery","US",32.228489,-86.463387,135.990000036938,96.0104950011295,0.00016468938,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,54.453831,322479,9230.375,34.93671,1929.277,435.99246,0.0033178928514759,1,21,6,1,3816,89.8,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,13056.46721875,1,186271.437021124,"Electricity (MWh)",1
"22","United States",1,22,"US11102","Troy","US",31.53583,-86.267181,24.5700000200653,84.5511455735025,4.377207e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,49.881908,85710.281,6029.3896,14.21542,1942.2367,370.99557,0.0008818482524135,1,22,6,1,662.2,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2077.4216484375,1,186271.437021124,"Electricity (MWh)",1
"23","United States",1,23,"US11201","Bluefield","US",37.12709,-81.53437,52.6900000030297,85.5390346105059,0.00012628629,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,56.507839,247281.75,7111.3433,34.772861,1715.1066,1066.0732,0.0025442102326073,1,23,7,1,563,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,4507.05173388672,1,186271.437021124,"Electricity (MWh)",1
"24","United States",1,24,"US11202","Welch","US",37.490391,-81.603271,5.73500000194907,92.7733053302839,4.010824e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,26.731649,78536.117,2683.4819,29.2665,1659.6176,602.51135,0.0008080353436754,1,24,3,1,0,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,532.05490625,1,186271.437021124,"Electricity (MWh)",1
"25","United States",1,25,"US11203","Big Stone Gap","US",36.9179,-82.731987,18.7540000118973,85.0470719352728,7.0106122e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,46.264111,137275.11,3067.0586,44.7579,1718.3816,707.73151,0.0014123837914405,1,25,4,1,668,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1594.97278808594,1,186271.437021124,"Electricity (MWh)",1
"26","United States",1,26,"US11301","Fredericksburg","US",38.184441,-77.434563,89.8320000121014,103.77936796271,0.00062249904,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,32.32304,1218918.1,3699.6638,329.46729,1811.4443,717.67755,0.0125410947948271,1,26,4,1,1157.7,15.4,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,9322.70818408203,1,186271.437021124,"Electricity (MWh)",1
"27","United States",1,27,"US11302","Baltimore","US",39.381779,-76.671608,1128.07700014908,134.442056942053,0.0010047444,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,43.323181,1967394.5,6101.2041,322.46002,1755.1871,1167.5338,0.0202419518613549,1,27,4,1,4396.7,103.9,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,151660.992289063,1,186271.437021124,"Electricity (MWh)",1
"28","United States",1,28,"US11303","Colonial Beach","US",37.934231,-76.700241,13.3799999932843,79.1382739180613,0.00017864299,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,30.413481,349801.66,2966.5256,117.91628,1830.8203,1121.3195,0.0035990075939595,1,28,3,1,82.8,20,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1058.87010449219,1,186271.437021124,"Electricity (MWh)",1
"29","United States",1,29,"US11304","Washington DC","US",38.851391,-77.321922,2479.77700023965,161.636405968415,0.0018076361,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,68.566093,3539540.3,14155.401,250.04874,1774.2961,1074.1072,0.036417301546384,1,29,6,1,11876.8,354.6,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,400822.241921875,1,186271.437021124,"Electricity (MWh)",1
"30","United States",1,30,"US11401","Marquette","US",46.256989,-86.954498,36.4780000097454,93.7551125385184,4.1305055e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,70.282433,80879.609,13625.914,5.93572,1546.3934,1263.2678,0.0008321468128004,1,30,3,1,653,150.4,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,3419.99899609375,1,186271.437021124,"Electricity (MWh)",1
"31","United States",1,31,"US11402","Marinette","US",45.772381,-88.065804,37.0910000028686,94.7152167431583,4.7875303e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,65.340141,93744.836,12865.554,7.2865,1611.4636,1019.2598,0.0009645134427135,1,31,3,1,408,56,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,3513.08210449219,1,186271.437021124,"Electricity (MWh)",1
"32","United States",1,32,"US11403","Sault Ste. Marie","US",46.283909,-84.971298,12.6470000000288,84.1931071457099,3.2555705e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,61.389568,63747.473,9442.9102,6.7508302,1551.2942,1192.4197,0.0006558792373949,1,32,1,1,85,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1064.79022607422,1,186271.437021124,"Electricity (MWh)",1
"33","United States",1,33,"US11500","Jackson","US",42.0154,-84.342728,82.6390000290871,101.64342166674,0.00021095382,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,40.797001,413069.59,5423.9683,76.156342,1627.2563,2096.3625,0.0042499531692441,1,33,4,1,673.9,2.4,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,8399.71072607422,1,186271.437021124,"Electricity (MWh)",1
"34","United States",1,34,"US11600","Detroit","US",42.81768,-83.355133,1996.92500037088,129.369665219097,0.0021032724,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,74.297737,4118427,17836.121,230.90375,1617.0125,1835.7496,0.042373299481248,1,34,5,1,7315,385.1,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,258341.518765625,1,186271.437021124,"Electricity (MWh)",1
"35","United States",1,35,"US11700","Lansing","US",42.713371,-84.606987,160.786000016034,105.976527553632,0.00018836312,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,36.282681,368834.66,4439.7563,83.075432,1607.1333,2152.1853,0.0037948327160958,1,35,3,1,592,21.7,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,17039.5419609375,1,186271.437021124,"Electricity (MWh)",1
"36","United States",1,36,"US11800","Mount Pleasant","US",43.642529,-84.767464,40.5910000002283,83.8491869055698,8.6721455e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,44.820068,169809.67,4467.2739,38.011929,1606.8499,1587.7887,0.0017471223483261,1,36,5,1,11.9,346,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,3403.52234570313,1,186271.437021124,"Electricity (MWh)",1
"37","United States",1,37,"US11900","Saginaw","US",43.673759,-83.794296,171.045000054104,105.808050445298,0.00049495243,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,66.619232,969168.5,11216.085,86.408813,1615.7731,1725.5559,0.0099714938749689,1,37,4,1,3903.2,1207.3,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,18097.9379941406,1,186271.437021124,"Electricity (MWh)",1
"38","United States",1,38,"US12001","Big Rapids","US",44.06118,-85.425339,31.3390000104047,88.8793392372598,0.00030453835,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,48.381241,596317.88,7435.2036,80.201958,1556.9124,1349.5577,0.0061353416322972,1,38,4,1,76.9,122,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2785.38961328125,1,186271.437021124,"Electricity (MWh)",1
"39","United States",1,39,"US12002","Ludington","US",44.172249,-86.148819,14.9680000045995,91.6142112005943,2.0929539e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,31.641121,40982.223,2758.3464,14.85753,1539.0148,1410.9526,0.0004216541882483,1,39,3,1,2226.5,100.8,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1371.28151367187,1,186271.437021124,"Electricity (MWh)",1
"40","United States",1,40,"US1201","Franklin","US",35.037571,-83.413902,13.1290000086228,77.7662165283068,7.7711447e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,26.758989,152167.13,2321.4075,65.549507,1855.9963,591.58417,0.0015656033591965,1,40,2,1,72.4,20,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1020.9926574707,1,186271.437021124,"Electricity (MWh)",1
"41","United States",1,41,"US1202","Sylva","US",35.382149,-83.439598,17.345000014246,84.5069313215162,9.4529038e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,37.570629,185097.72,3461.9998,53.465549,1808.4507,505.63742,0.0019044167074976,1,41,3,1,490.5,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1465.77272497559,1,186271.437021124,"Electricity (MWh)",1
"42","United States",1,42,"US1203","Asheville","US",35.538181,-82.700912,166.489000032098,92.4350405889818,0.00021451773,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,41.11203,420048.13,6272.1724,66.970123,1833.3226,939.0025,0.0043217532171452,1,42,5,1,1011.2,10.6,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,15389.4174755859,1,186271.437021124,"Electricity (MWh)",1
"43","United States",1,43,"US1204","Andrews","US",35.005192,-83.938042,16.1019999992038,75.4659543873704,0.0001329472,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,29.89126,260324.5,3077.938,84.57756,1829.5745,619.99011,0.0026784031581961,1,43,1,1,290.1,3,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1215.15279748535,1,186271.437021124,"Electricity (MWh)",1
"44","United States",1,44,"US12100","Kalamazoo","US",42.32835,-85.450233,185.251000039798,112.074120010616,0.0003595431,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,46.653801,704022.94,6474.2583,108.74187,1591.2013,1786.9843,0.0072434878172127,1,44,4,1,1298.6,6.7,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,20761.8428105469,1,186271.437021124,"Electricity (MWh)",1
"45","United States",1,45,"US12200","Grand Rapids","US",43.152679,-85.71418,579.453000048993,106.426123495356,0.00044528465,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,68.4179,871913.81,14317.579,60.898129,1577.8214,1631.7117,0.0089708685071341,1,45,5,1,3981.5,36.7,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,61668.9365429687,1,186271.437021124,"Electricity (MWh)",1
"46","United States",1,46,"US12301","Traverse City","US",44.785931,-85.457336,60.1720000084851,98.3406401834523,5.6918005e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,43.613369,111451.39,5966.9365,18.67816,1521.0026,1868.9971,0.0011466910679488,1,46,4,1,60.5,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,5917.35300195312,1,186271.437021124,"Electricity (MWh)",1
"47","United States",1,47,"US12302","Petoskey","US",45.42577,-84.765457,26.9520000067822,96.7081990280307,1.9957728e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,39.802719,39079.316,4461.2236,8.7597799,1540.5056,1484.054,0.0004020757368062,1,47,3,1,47.9,1.8,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2606.47938085937,1,186271.437021124,"Electricity (MWh)",1
"48","United States",1,48,"US12401","Alpena","US",44.873569,-83.698441,20.1720000070927,84.6934480840204,1.9454301e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,56.06897,38093.551,6600.7559,5.77109,1580.7765,1234.5283,0.0003919334968534,1,48,3,1,50.7,18,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,1708.43623535156,1,186271.437021124,"Electricity (MWh)",1
"49","United States",1,49,"US12402","Grayling","US",44.675388,-84.364632,25.6029999962008,85.6194340679792,4.8848808e-05,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,50.258671,95651.063,8748.6162,10.93328,1563.5215,1281.5524,0.0009841260176547,1,49,4,1,747.1,58,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2192.11437011719,1,186271.437021124,"Electricity (MWh)",1
"50","United States",1,50,"US12501","Dayton","US",40.02367,-84.153313,434.343000026974,107.201391270747,0.00071866158,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,53.261909,1407214.4,10431.979,134.89429,1682.4281,2106.8718,0.0144784210760112,1,50,5,1,1151.3,11.5,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,46562.1738916016,1,186271.437021124,"Electricity (MWh)",1
"51","United States",1,51,"US12502","Washington Court House","US",39.364792,-83.620239,32.134999997885,89.0415641134582,0.00014040303,0.231650754917187,0.70186223550525,0.0241173385847753,0.0423696694568534,32.20414,274923.78,3572.0999,76.964203,1698.5037,1920.9563,0.0028286110455138,1,51,4,1,0,0,35322.68,119799.653021361,0.000294847932436846,1,"Gross domestic product per capita, current prices","U.S. dollars","Units","See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1,2021,2861.35066259766,1,186271.437021124,"Electricity (MWh)",1
